#COMMAND
Level       1
Log         0
End

#COMMAND
Name        alias~
Code        do_alias
Position    0
Level       1
Log         0
End

#COMMAND
Name        aliasfocus~
Code        do_focusalias
Position    0
Level       1
Log         0
End

#COMMAND
Name        adjusttractorbeam~
Code        do_adjusttractorbeam
Position    0
Level       35
Log         0
End

#COMMAND
Name        allclantalk~
Code        do_allclantalk
Position    0
Level       1
Log         0
End

#COMMAND
Name        battery~
Code        do_ammo
Position    5
Level       0
Log         0
End

#COMMAND
Name        beep~
Code        do_beep
Position    5
Level       0
Log         0
End

#COMMAND
Name        bounties~
Code        do_bounties
Position    0
Level       0
Log         0
End

#COMMAND
Name        bounty~
Code        do_addbounty
Position    0
Level       0
Log         1
End

#COMMAND
Name        buy~
Code        do_buy
Position    5
Level       0
Log         0
End

#COMMAND
Name        buyship~
Code        do_buyship
Position    5
Level       0
Log         0
End

#COMMAND
Name        brandish~
Code        do_brandish
Position    6
Level       0
Log         0
End

#COMMAND
Name        bs~
Code        do_backstab
Position    8
Level       0
Log         0
End

#COMMAND
Name        balzhur~
Code        do_balzhur
Position    6
Level       103
Log         1
End

#COMMAND
Name        bamfin~
Code        do_bamfin
Position    0
Level       101
Log         0
End

#COMMAND
Name        bamfout~
Code        do_bamfout
Position    0
Level       101
Log         0
End

#COMMAND
Name        ban~
Code        do_ban
Position    0
Level       104
Log         1
End

#COMMAND
Name        bestow~
Code        do_bestow
Position    0
Level       105
Log         1
End

#COMMAND
Name        bio~
Code        do_bio
Position    0
Level       1
Log         0
End

#COMMAND
Name        bodybag~
Code        do_bodybag
Position    0
Level       102
Log         1
End

#COMMAND
Name        board~
Code        do_board
Position    8
Level       0
Log         0
End

#COMMAND
Name        boards~
Code        do_boards
Position    0
Level       103
Log         0
End

#COMMAND
Name        bset~
Code        do_bset
Position    0
Level       104
Log         1
End

#COMMAND
Name        bstat~
Code        do_bstat
Position    0
Level       103
Log         0
End

#COMMAND
Name        bug~
Code        do_bug
Position    0
Level       0
Log         0
End

#COMMAND
Name        bury~
Code        do_bury
Position    8
Level       0
Log         0
End

#COMMAND
Name        bestowarea~
Code        do_bestowarea
Position    0
Level       102
Log         1
End

#COMMAND
Name        buyhome~
Code        do_buyhome
Position    0
Level       1
Log         1
End

#COMMAND
Name        bank~
Code        do_bank
Position    0
Level       1
Log         0
End

#COMMAND
Name        badname~
Code        do_badname
Position    0
Level       105
Log         1
End

#COMMAND
Name        buzz~
Code        do_buzz
Position    0
Level       1
Log         0
End

#COMMAND
Name        bet~
Code        do_bet
Position    0
Level       5
Log         0
End

#COMMAND
Name        buyvendor~
Code        do_buyvendor
Position    0
Level       1
Log         0
End

#COMMAND
Name        calculate~
Code        do_calculate
Position    5
Level       0
Log         0
End

#COMMAND
Name        capture~
Code        do_capture
Position    5
Level       1
Log         0
End

#COMMAND
Name        chaff~
Code        do_chaff
Position    5
Level       0
Log         0
End

#COMMAND
Name        charge~
Code        do_ammo
Position    5
Level       0
Log         0
End

#COMMAND
Name        clantalk~
Code        do_clantalk
Position    5
Level       0
Log         0
End

#COMMAND
Name        close~
Code        do_close
Position    5
Level       0
Log         0
End

#COMMAND
Name        closehatch~
Code        do_closehatch
Position    5
Level       0
Log         0
End

#COMMAND
Name        consider~
Code        do_consider
Position    5
Level       0
Log         0
End

#COMMAND
Name        channels~
Code        do_channels
Position    0
Level       0
Log         0
End

#COMMAND
Name        chat~
Code        do_chat
Position    5
Level       1
Log         0
End

#COMMAND
Name        checkvnums~
Code        do_check_vnums
Position    0
Level       102
Log         0
End

#COMMAND
Name        clans~
Code        do_clans
Position    0
Level       0
Log         0
End

#COMMAND
Name        cedit~
Code        do_cedit
Position    0
Level       105
Log         1
End

#COMMAND
Name        compare~
Code        do_compare
Position    5
Level       0
Log         0
End

#COMMAND
Name        commands~
Code        do_commands
Position    0
Level       0
Log         0
End

#COMMAND
Name        comment~
Code        do_comment
Position    5
Level       102
Log         0
End

#COMMAND
Name        config~
Code        do_config
Position    0
Level       0
Log         0
End

#COMMAND
Name        course~
Code        do_trajectory
Position    5
Level       0
Log         0
End

#COMMAND
Name        credits~
Code        do_credits
Position    0
Level       0
Log         0
End

#COMMAND
Name        cset~
Code        do_cset
Position    0
Level       105
Log         1
End

#COMMAND
Name        cmdtable~
Code        do_cmdtable
Position    0
Level       102
Log         0
End

#COMMAND
Name        clone~
Code        do_clone
Position    0
Level       1
Log         1
End

#COMMAND
Name        copyship~
Code        do_copyship
Position    0
Level       105
Log         0
End

#COMMAND
Name        closebay~
Code        do_closebay
Position    5
Level       1
Log         0
End

#COMMAND
Name        clanbuyship~
Code        do_clanbuyship
Position    0
Level       100
Log         0
End

#COMMAND
Name        challenge~
Code        do_challenge
Position    5
Level       1
Log         0
End

#COMMAND
Name        chaos~
Code        do_chaos
Position    0
Level       101
Log         1
End

#COMMAND
Name        clansellship~
Code        do_clansellship
Position    0
Level       1
Log         0
End

#COMMAND
Name        cutdoor~
Code        do_cutdoor
Position    0
Level       1
Log         0
End

#COMMAND
Name        clanfunds~
Code        do_clanfunds
Position    0
Level       1
Log         0
End

#COMMAND
Name        calculatediff~
Code        do_calculate_diff
Position    0
Level       1
Log         0
End

#COMMAND
Name        courseactual~
Code        do_trajectory_actual
Position    0
Level       1
Log         0
End

#COMMAND
Name        copyover~
Code        do_copyover
Position    0
Level       104
Log         1
End

#COMMAND
Name        down~
Code        do_down
Position    8
Level       0
Log         0
End

#COMMAND
Name        donate~
Code        do_clan_donate
Position    0
Level       0
Log         1
End

#COMMAND
Name        drink~
Code        do_drink
Position    5
Level       0
Log         0
End

#COMMAND
Name        drive~
Code        do_drive
Position    5
Level       0
Log         0
End

#COMMAND
Name        drop~
Code        do_drop
Position    5
Level       0
Log         0
End

#COMMAND
Name        demote~
Code        do_demote
Position    5
Level       0
Log         1
End

#COMMAND
Name        deny~
Code        do_deny
Position    0
Level       105
Log         1
End

#COMMAND
Name        description~
Code        do_description
Position    0
Level       0
Log         0
End

#COMMAND
Name        destroy~
Code        do_destroy
Position    0
Level       105
Log         1
End

#COMMAND
Name        dig~
Code        do_dig
Position    8
Level       3
Log         0
End

#COMMAND
Name        disconnect~
Code        do_disconnect
Position    0
Level       103
Log         1
End

#COMMAND
Name        dmesg~
Code        do_dmesg
Position    0
Level       103
Log         1
End

#COMMAND
Name        drag~
Code        do_drag
Position    8
Level       0
Log         0
End

#COMMAND
Name        dismount~
Code        do_dismount
Position    0
Level       0
Log         0
End

#COMMAND
Name        dock~
Code        do_dock
Position    5
Level       1
Log         0
End

#COMMAND
Name        decline~
Code        do_decline
Position    0
Level       5
Log         0
End

#COMMAND
Name        diagnose~
Code        do_diagnose
Position    0
Level       105
Log         1
End

#COMMAND
Name        delay~
Code        do_delay
Position    0
Level       103
Log         1
End

#COMMAND
Name        draw~
Code        do_draw
Position    0
Level       1
Log         0
End

#COMMAND
Name        dismiss~
Code        do_dismiss
Position    0
Level       1
Log         0
End

#COMMAND
Name        east~
Code        do_east
Position    8
Level       0
Log         0
End

#COMMAND
Name        eat~
Code        do_eat
Position    5
Level       0
Log         0
End

#COMMAND
Name        emote~
Code        do_emote
Position    5
Level       0
Log         0
End

#COMMAND
Name        empower~
Code        do_empower
Position    5
Level       1
Log         1
End

#COMMAND
Name        enlist~
Code        do_enlist
Position    5
Level       0
Log         1
End

#COMMAND
Name        exits~
Code        do_exits
Position    5
Level       0
Log         0
End

#COMMAND
Name        examine~
Code        do_examine
Position    5
Level       0
Log         0
End

#COMMAND
Name        equipment~
Code        do_equipment
Position    0
Level       0
Log         0
End

#COMMAND
Name        echo~
Code        do_echo
Position    0
Level       101
Log         1
End

#COMMAND
Name        empty~
Code        do_empty
Position    6
Level       0
Log         0
End

#COMMAND
Name        enter~
Code        do_enter
Position    8
Level       0
Log         0
End

#COMMAND
Name        entryvector~
Code        do_jumpvector
Position    5
Level       0
Log         0
End

#COMMAND
Name        fire~
Code        do_fire
Position    5
Level       0
Log         0
End

#COMMAND
Name        feel~
Code        do_cast
Position    4
Level       0
Log         0
End

#COMMAND
Name        fill~
Code        do_fill
Position    5
Level       0
Log         0
End

#COMMAND
Name        follow~
Code        do_follow
Position    5
Level       0
Log         0
End

#COMMAND
Name        fixchar~
Code        do_fixchar
Position    0
Level       103
Log         1
End

#COMMAND
Name        flee~
Code        do_flee
Position    7
Level       0
Log         0
End

#COMMAND
Name        foldarea~
Code        do_foldarea
Position    0
Level       103
Log         1
End

#COMMAND
Name        for~
Code        do_for
Position    0
Level       103
Log         1
End

#COMMAND
Name        force~
Code        do_force
Position    0
Level       102
Log         1
End

#COMMAND
Name        forceclose~
Code        do_forceclose
Position    0
Level       101
Log         1
End

#COMMAND
Name        formpass~
Code        do_form_password
Position    0
Level       105
Log         1
End

#COMMAND
Name        freeze~
Code        do_freeze
Position    0
Level       103
Log         1
End

#COMMAND
Name        fquit~
Code        do_fquit
Position    0
Level       101
Log         1
End

#COMMAND
Name        form_password~
Code        do_form_password
Position    0
Level       105
Log         0
End

#COMMAND
Name        fuel~
Code        do_fuel
Position    0
Level       105
Log         0
End

#COMMAND
Name        findserin~
Code        do_showshuttle
Position    0
Level       1
Log         0
End

#COMMAND
Name        get~
Code        do_get
Position    5
Level       0
Log         0
End

#COMMAND
Name        give~
Code        do_give
Position    5
Level       0
Log         0
End

#COMMAND
Name        gtell~
Code        do_gtell
Position    5
Level       0
Log         0
End

#COMMAND
Name        group~
Code        do_group
Position    4
Level       0
Log         0
End

#COMMAND
Name        glance~
Code        do_glance
Position    5
Level       0
Log         0
End

#COMMAND
Name        goto~
Code        do_goto
Position    0
Level       100
Log         0
End

#COMMAND
Name        gold~
Code        do_gold
Position    0
Level       1
Log         0
End

#COMMAND
Name        gossip~
Code        do_ooc
Position    0
Level       5
Log         0
End

#COMMAND
Name        getcredits~
Code        do_collectgold
Position    0
Level       1
Log         1
End

#COMMAND
Name        grub~
Code        do_grub
Position    0
Level       105
Log         0
End

#COMMAND
Name        guard~
Code        do_guard
Position    0
Level       30
Log         0
End

#COMMAND
Name        help~
Code        do_help
Position    0
Level       0
Log         0
End

#COMMAND
Name        hail~
Code        do_hail
Position    5
Level       0
Log         0
End

#COMMAND
Name        hyperspace~
Code        do_hyperspace
Position    5
Level       1
Log         0
End

#COMMAND
Name        hold~
Code        do_wear
Position    5
Level       0
Log         0
End

#COMMAND
Name        hedit~
Code        do_hedit
Position    0
Level       103
Log         1
End

#COMMAND
Name        hell~
Code        do_hell
Position    0
Level       102
Log         4
End

#COMMAND
Name        hlist~
Code        do_hlist
Position    0
Level       0
Log         0
End

#COMMAND
Name        holylight~
Code        do_holylight
Position    0
Level       101
Log         0
End

#COMMAND
Name        homepage~
Code        do_homepage
Position    0
Level       10
Log         0
End

#COMMAND
Name        hset~
Code        do_hset
Position    0
Level       103
Log         1
End

#COMMAND
Name        inventory~
Code        do_inventory
Position    0
Level       0
Log         0
End

#COMMAND
Name        idea~
Code        do_idea
Position    0
Level       0
Log         0
End

#COMMAND
Name        induct~
Code        do_induct
Position    8
Level       1
Log         1
End

#COMMAND
Name        info~
Code        do_info
Position    5
Level       0
Log         0
End

#COMMAND
Name        installarea~
Code        do_installarea
Position    0
Level       105
Log         1
End

#COMMAND
Name        instazone~
Code        do_instazone
Position    0
Level       102
Log         3
End

#COMMAND
Name        invis~
Code        do_invis
Position    0
Level       101
Log         0
End

#COMMAND
Name        instaroom~
Code        do_instaroom
Position    0
Level       102
Log         3
End

#COMMAND
Name        immtalk~
Code        do_immtalk
Position    0
Level       101
Log         0
End

#COMMAND
Name        immchannel~
Code        do_immtalk
Position    0
Level       105
Log         0
End

#COMMAND
Name        immortalize~
Code        do_immortalize
Position    0
Level       105
Log         0
End

#COMMAND
Name        i103~
Code        do_i103
Position    0
Level       103
Log         0
End

#COMMAND
Name        i104~
Code        do_i104
Position    0
Level       104
Log         0
End

#COMMAND
Name        i105~
Code        do_i105
Position    0
Level       105
Log         0
End

#COMMAND
Name        invite~
Code        do_invite
Position    0
Level       1
Log         0
End

#COMMAND
Name        jumpvector~
Code        do_jumpvector
Position    5
Level       0
Log         0
End

#COMMAND
Name        junk~
Code        do_junk
Position    0
Level       105
Log         0
End

#COMMAND
Name        kill~
Code        do_kill
Position    7
Level       0
Log         0
End

#COMMAND
Name        look~
Code        do_look
Position    5
Level       0
Log         0
End

#COMMAND
Name        land~
Code        do_land
Position    5
Level       0
Log         0
End

#COMMAND
Name        launch~
Code        do_launch
Position    5
Level       0
Log         0
End

#COMMAND
Name        lock~
Code        do_lock
Position    5
Level       0
Log         0
End

#COMMAND
Name        level~
Code        do_level
Position    0
Level       0
Log         0
End

#COMMAND
Name        list~
Code        do_list
Position    5
Level       0
Log         0
End

#COMMAND
Name        languages~
Code        do_languages
Position    5
Level       0
Log         0
End

#COMMAND
Name        last~
Code        do_last
Position    0
Level       101
Log         0
End

#COMMAND
Name        leave~
Code        do_leave
Position    8
Level       0
Log         0
End

#COMMAND
Name        leaveship~
Code        do_leaveship
Position    8
Level       0
Log         0
End

#COMMAND
Name        light~
Code        do_light
Position    6
Level       0
Log         0
End

#COMMAND
Name        lightspeed~
Code        do_hyperspace
Position    5
Level       0
Log         0
End

#COMMAND
Name        litterbug~
Code        do_litterbug
Position    0
Level       101
Log         1
End

#COMMAND
Name        loadarea~
Code        do_loadarea
Position    0
Level       100
Log         1
End

#COMMAND
Name        loadup~
Code        do_loadup
Position    0
Level       105
Log         1
End

#COMMAND
Name        log~
Code        do_log
Position    0
Level       105
Log         1
End

#COMMAND
Name        makelightsaber~
Code        do_makelightsaber
Position    5
Level       1
Log         0
End

#COMMAND
Name        makespice~
Code        do_makespice
Position    5
Level       1
Log         0
End

#COMMAND
Name        makespaceobject~
Code        do_makespaceobject
Position    0
Level       103
Log         1
End

#COMMAND
Name        mpecho~
Code        do_mpecho
Position    0
Level       0
Log         0
End

#COMMAND
Name        mpechoat~
Code        do_mpechoat
Position    0
Level       0
Log         0
End

#COMMAND
Name        mea~
Code        do_mpechoat
Position    0
Level       0
Log         0
End

#COMMAND
Name        mpat~
Code        do_mpat
Position    0
Level       0
Log         0
End

#COMMAND
Name        mpforce~
Code        do_mpforce
Position    0
Level       0
Log         0
End

#COMMAND
Name        mpechoaround~
Code        do_mpechoaround
Position    0
Level       0
Log         0
End

#COMMAND
Name        mer~
Code        do_mpechoaround
Position    0
Level       0
Log         0
End

#COMMAND
Name        mpasound~
Code        do_mpasound
Position    0
Level       0
Log         0
End

#COMMAND
Name        mpoload~
Code        do_mpoload
Position    0
Level       0
Log         0
End

#COMMAND
Name        mpjunk~
Code        do_mpjunk
Position    0
Level       0
Log         0
End

#COMMAND
Name        mpgoto~
Code        do_mpgoto
Position    0
Level       0
Log         0
End

#COMMAND
Name        mpdamage~
Code        do_mp_damage
Position    0
Level       0
Log         0
End

#COMMAND
Name        mpdeposit~
Code        do_mp_deposit
Position    0
Level       0
Log         0
End

#COMMAND
Name        mprestore~
Code        do_mp_restore
Position    0
Level       0
Log         0
End

#COMMAND
Name        mpkill~
Code        do_mpkill
Position    0
Level       0
Log         0
End

#COMMAND
Name        mptransfer~
Code        do_mptransfer
Position    0
Level       0
Log         0
End

#COMMAND
Name        mpmload~
Code        do_mpmload
Position    0
Level       0
Log         0
End

#COMMAND
Name        mpnothing~
Code        do_mpnothing
Position    0
Level       0
Log         0
End

#COMMAND
Name        mppurge~
Code        do_mppurge
Position    0
Level       0
Log         0
End

#COMMAND
Name        mpinvis~
Code        do_mpinvis
Position    0
Level       0
Log         0
End

#COMMAND
Name        mpapply~
Code        do_mpapply
Position    0
Level       0
Log         0
End

#COMMAND
Name        mpapplyb~
Code        do_mpapplyb
Position    0
Level       0
Log         0
End

#COMMAND
Name        mpclosepassage~
Code        do_mp_close_passage
Position    0
Level       0
Log         0
End

#COMMAND
Name        mpopenpassage~
Code        do_mp_open_passage
Position    0
Level       0
Log         0
End

#COMMAND
Name        mpdream~
Code        do_mpdream
Position    0
Level       0
Log         0
End

#COMMAND
Name        mpslay~
Code        do_mp_slay
Position    0
Level       0
Log         0
End

#COMMAND
Name        mpwithdraw~
Code        do_mp_withdraw
Position    0
Level       0
Log         0
End

#COMMAND
Name        mail~
Code        do_mailroom
Position    5
Level       0
Log         0
End

#COMMAND
Name        makeboard~
Code        do_makeboard
Position    0
Level       103
Log         1
End

#COMMAND
Name        makeclan~
Code        do_makeclan
Position    0
Level       105
Log         1
End

#COMMAND
Name        makeship~
Code        do_makeship
Position    0
Level       105
Log         1
End

#COMMAND
Name        makerepair~
Code        do_makerepair
Position    0
Level       102
Log         3
End

#COMMAND
Name        makeshop~
Code        do_makeshop
Position    0
Level       102
Log         3
End

#COMMAND
Name        makewizlist~
Code        do_makewizlist
Position    0
Level       103
Log         1
End

#COMMAND
Name        massign~
Code        do_massign
Position    0
Level       105
Log         1
End

#COMMAND
Name        mcreate~
Code        do_mcreate
Position    0
Level       102
Log         3
End

#COMMAND
Name        memory~
Code        do_memory
Position    0
Level       101
Log         0
End

#COMMAND
Name        message~
Code        do_noteroom
Position    5
Level       0
Log         0
End

#COMMAND
Name        mfind~
Code        do_mfind
Position    0
Level       102
Log         0
End

#COMMAND
Name        minvoke~
Code        do_minvoke
Position    0
Level       102
Log         1
End

#COMMAND
Name        mlist~
Code        do_mlist
Position    0
Level       102
Log         0
End

#COMMAND
Name        mpedit~
Code        do_mpedit
Position    0
Level       102
Log         3
End

#COMMAND
Name        mpstat~
Code        do_mpstat
Position    0
Level       102
Log         0
End

#COMMAND
Name        mset~
Code        do_mset
Position    0
Level       101
Log         3
End

#COMMAND
Name        mstat~
Code        do_mstat
Position    0
Level       102
Log         0
End

#COMMAND
Name        murder~
Code        do_murder
Position    7
Level       1
Log         1
End

#COMMAND
Name        music~
Code        do_music
Position    4
Level       0
Log         0
End

#COMMAND
Name        mwhere~
Code        do_mwhere
Position    0
Level       102
Log         0
End

#COMMAND
Name        mpgain~
Code        do_mpgain
Position    0
Level       1
Log         0
End

#COMMAND
Name        makeplanet~
Code        do_makeplanet
Position    0
Level       105
Log         3
End

#COMMAND
Name        move~
Code        do_open
Position    0
Level       105
Log         0
End

#COMMAND
Name        mpfind~
Code        do_mpfind
Position    0
Level       103
Log         0
End

#COMMAND
Name        members~
Code        do_members
Position    0
Level       103
Log         0
End

#COMMAND
Name        makedisguise~
Code        do_makedisguise
Position    0
Level       105
Log         0
End

#COMMAND
Name        makeshuttle~
Code        do_makeshuttle
Position    0
Level       105
Log         3
End

#COMMAND
Name        north~
Code        do_north
Position    8
Level       0
Log         0
End

#COMMAND
Name        name~
Code        do_name
Position    0
Level       0
Log         1
End

#COMMAND
Name        ne~
Code        do_northeast
Position    8
Level       0
Log         0
End

#COMMAND
Name        nw~
Code        do_northwest
Position    8
Level       0
Log         0
End

#COMMAND
Name        note~
Code        do_noteroom
Position    5
Level       0
Log         0
End

#COMMAND
Name        note~
Code        do_noteroom
Position    5
Level       0
Log         0
End

#COMMAND
Name        newbiechat~
Code        do_newbiechat
Position    0
Level       0
Log         0
End

#COMMAND
Name        newbieset~
Code        do_newbieset
Position    0
Level       101
Log         0
End

#COMMAND
Name        noemote~
Code        do_noemote
Position    0
Level       103
Log         0
End

#COMMAND
Name        noresolve~
Code        do_noresolve
Position    0
Level       103
Log         1
End

#COMMAND
Name        northeast~
Code        do_northeast
Position    8
Level       0
Log         0
End

#COMMAND
Name        northwest~
Code        do_northwest
Position    8
Level       0
Log         0
End

#COMMAND
Name        notell~
Code        do_notell
Position    0
Level       103
Log         1
End

#COMMAND
Name        notitle~
Code        do_notitle
Position    0
Level       103
Log         1
End

#COMMAND
Name        order~
Code        do_order
Position    5
Level       0
Log         0
End

#COMMAND
Name        open~
Code        do_open
Position    5
Level       0
Log         0
End

#COMMAND
Name        openbay~
Code        do_openbay
Position    5
Level       1
Log         0
End

#COMMAND
Name        openhatch~
Code        do_open
Position    5
Level       0
Log         0
End

#COMMAND
Name        oassign~
Code        do_oassign
Position    0
Level       105
Log         1
End

#COMMAND
Name        ocreate~
Code        do_ocreate
Position    0
Level       102
Log         3
End

#COMMAND
Name        ofind~
Code        do_ofind
Position    0
Level       102
Log         0
End

#COMMAND
Name        oinvoke~
Code        do_oinvoke
Position    0
Level       102
Log         1
End

#COMMAND
Name        oldscore~
Code        do_oldscore
Position    0
Level       0
Log         0
End

#COMMAND
Name        olist~
Code        do_olist
Position    0
Level       102
Log         0
End

#COMMAND
Name        opedit~
Code        do_opedit
Position    0
Level       102
Log         3
End

#COMMAND
Name        opstat~
Code        do_opstat
Position    0
Level       102
Log         0
End

#COMMAND
Name        ostat~
Code        do_ostat
Position    0
Level       102
Log         0
End

#COMMAND
Name        outcast~
Code        do_outcast
Position    8
Level       1
Log         0
End

#COMMAND
Name        owhere~
Code        do_owhere
Position    0
Level       102
Log         0
End

#COMMAND
Name        oset~
Code        do_oset
Position    0
Level       101
Log         3
End

#COMMAND
Name        ooc~
Code        do_ooc
Position    0
Level       6
Log         0
End

#COMMAND
Name        ooc2~
Code        do_newbiechat
Position    0
Level       1
Log         0
End

#COMMAND
Name        override~
Code        do_override
Position    0
Level       1
Log         0
End

#COMMAND
Name        opfind~
Code        do_opfind
Position    0
Level       103
Log         0
End

#COMMAND
Name        ogrub~
Code        do_ogrub
Position    0
Level       105
Log         0
End

#COMMAND
Name        put~
Code        do_put
Position    5
Level       0
Log         0
End

#COMMAND
Name        password~
Code        do_password
Position    0
Level       0
Log         2
End

#COMMAND
Name        practice~
Code        do_practice
Position    4
Level       0
Log         0
End

#COMMAND
Name        peace~
Code        do_peace
Position    0
Level       101
Log         0
End

#COMMAND
Name        pluogus~
Code        do_pluogus
Position    0
Level       0
Log         0
End

#COMMAND
Name        pull~
Code        do_pull
Position    5
Level       0
Log         0
End

#COMMAND
Name        purge~
Code        do_purge
Position    0
Level       103
Log         1
End

#COMMAND
Name        purge~
Code        do_low_purge
Position    0
Level       101
Log         1
End

#COMMAND
Name        push~
Code        do_push
Position    5
Level       0
Log         0
End

#COMMAND
Name        prompt~
Code        do_prompt
Position    0
Level       1
Log         0
End

#COMMAND
Name        pager~
Code        do_pager
Position    0
Level       1
Log         0
End

#COMMAND
Name        planets~
Code        do_planets
Position    0
Level       1
Log         0
End

#COMMAND
Name        pricevendor~
Code        do_pricevendor
Position    0
Level       1
Log         0
End

#COMMAND
Name        placevendor~
Code        do_placevendor
Position    0
Level       1
Log         0
End

#COMMAND
Name        quaff~
Code        do_quaff
Position    5
Level       0
Log         0
End

#COMMAND
Name        quit~
Code        do_quit
Position    5
Level       0
Log         0
End

#COMMAND
Name        quest~
Code        do_quest
Position    6
Level       0
Log         0
End

#COMMAND
Name        radar~
Code        do_radar
Position    5
Level       0
Log         0
End

#COMMAND
Name        recharge~
Code        do_recharge
Position    5
Level       0
Log         0
End

#COMMAND
Name        reload~
Code        do_reload
Position    5
Level       0
Log         0
End

#COMMAND
Name        remove~
Code        do_remove
Position    6
Level       0
Log         0
End

#COMMAND
Name        rempilot~
Code        do_rempilot
Position    5
Level       0
Log         0
End

#COMMAND
Name        rest~
Code        do_rest
Position    4
Level       0
Log         0
End

#COMMAND
Name        resign~
Code        do_resign
Position    5
Level       1
Log         1
End

#COMMAND
Name        report~
Code        do_report
Position    0
Level       0
Log         0
End

#COMMAND
Name        repair~
Code        do_repair
Position    5
Level       0
Log         0
End

#COMMAND
Name        repairship~
Code        do_repairship
Position    5
Level       0
Log         0
End

#COMMAND
Name        reply~
Code        do_reply
Position    5
Level       0
Log         0
End

#COMMAND
Name        rank~
Code        do_rank
Position    0
Level       101
Log         0
End

#COMMAND
Name        rassign~
Code        do_rassign
Position    0
Level       105
Log         1
End

#COMMAND
Name        rat~
Code        do_rat
Position    0
Level       103
Log         1
End

#COMMAND
Name        rdelete~
Code        do_rdelete
Position    0
Level       103
Log         1
End

#COMMAND
